FULLNAME,GENDERIDENTITY,BIRTHDATE,AGE,SIGNUPDATE,MEMBERSHIPLABEL,MEMBERSHIPCATEGORY,STATUS,BEGINDATE,ENDDATE,AUTORENEW,DROPREASON,INCOMECATEGORY,LASTATTDATE,ATTTOTAL,AUTOPAY,TOTALPAYMENTAMOUNT,TOTALDURATIONDAYS,MEMBERSHIPCOUNT,MEMBERSHIPTYPE
Amanda Blackwell,Male,11/03/1960,64,06/29/2020,Starter Pass,Monthly,Suspended,03/26/2021,02/24/2022,Yes,Schedule Conflicts,Standard Plan,01/09/2023,1,ON,3801,335,7,Renewed
Chad Barrett,Female,02/09/1990,35,02/27/2022,Flexi Access,Annual,Active,09/03/2022,02/03/2024,Yes,Health Issues,Standard Plan,02/06/2025,4,ON,3713,518,7,Upgraded
Matthew Glass,Female,12/20/1966,58,04/26/2021,Momentum Membership,Seasonal,Inactive,03/12/2022,05/25/2023,No,Relocation,Wellness Plan,05/25/2023,1,ON,4934,439,3,Renewed
Elizabeth Nelson,Male,02/16/2006,19,05/25/2019,Starter Pass,Monthly,Active,05/13/2020,04/28/2022,No,Relocation,Starter Bundle,08/02/2023,1,ON,4610,715,7,Upgraded
Colleen Hanson,Female,06/16/2004,21,09/08/2015,Momentum Membership,Monthly,Active,10/11/2016,02/22/2018,No,Financial Constraints,Premium Pass,02/25/2017,4,ON,4313,499,4,Upgraded
Melissa Simon,Male,10/30/1997,27,04/12/2019,Zen Trial,Trial,Active,02/17/2020,12/22/2021,No,Financial Constraints,Standard Plan,06/04/2022,5,ON,3858,674,6,FirstTime
Patrick Mckinney,Male,01/03/1979,46,08/15/2017,Wellness Bundle,Annual,Active,02/21/2018,05/22/2019,Yes,,Premium Pass,11/01/2018,0,ON,4060,455,4,Transferred
Thomas Keller,Male,06/02/2006,19,01/12/2019,Momentum Membership,Monthly,Active,01/01/2020,08/10/2021,Yes,,Standard Plan,03/22/2024,5,ON,1223,587,6,Upgraded
Carolyn Kim,Male,09/11/1963,61,06/25/2015,Wellness Bundle,Monthly,Active,05/02/2016,07/06/2017,Yes,Facility Dissatisfaction,Flexi Tier,10/12/2016,3,ON,826,430,4,Renewed
Katherine Martin,Non-binary,03/19/1960,65,08/01/2021,Gold Promo,Annual,Active,08/30/2022,12/11/2023,Yes,,Starter Bundle,07/17/2023,4,ON,3159,468,3,Renewed
Brittany Hodges,Female,10/29/1978,46,03/09/2017,Wellness Bundle,Monthly,Inactive,09/19/2017,09/14/2018,Yes,Financial Constraints,Standard Plan,04/19/2020,1,ON,5025,360,4,FirstTime
Dennis Payne PhD,Male,10/27/1959,65,10/30/2023,Momentum Membership,Basic,Suspended,09/17/2024,01/03/2026,No,Relocation,Starter Bundle,09/22/2024,0,ON,4101,473,4,Upgraded
Lisa Russell,Male,11/18/1998,26,06/16/2018,Momentum Membership,Monthly,Inactive,06/07/2019,10/04/2020,Yes,Injury,Flexi Tier,04/21/2020,0,ON,5163,485,3,Renewed
Bradley Ayers,Female,01/08/1974,51,05/19/2015,Gold Promo,Annual,Completed,12/14/2015,06/29/2017,No,Injury,Flexi Tier,01/07/2020,2,OFF,1902,563,4,FirstTime
Linda Mitchell,Female,11/01/1967,57,07/02/2025,Momentum Membership,Seasonal,Active,03/19/2026,04/02/2028,Yes,Health Issues,Velocity Tier,03/19/2026,3,ON,4318,745,7,Referral
Zachary Mckee,Female,02/25/1993,32,01/08/2017,Starter Pass,Monthly,Active,11/23/2017,12/29/2018,Yes,Financial Constraints,Flexi Tier,09/01/2020,1,OFF,2604,401,4,FirstTime
Charles Hart,Female,08/11/1975,49,10/06/2015,Starter Pass,Premium,Active,08/12/2016,09/29/2017,Yes,,Starter Bundle,11/15/2020,3,ON,4500,413,5,Renewed
William King,Non-binary,02/17/1956,69,08/31/2019,Starter Pass,Trial,Trialing,03/05/2020,07/21/2021,Yes,,Standard Plan,04/06/2025,0,ON,2267,503,7,Upgraded
Mr. William West,Female,05/10/1959,66,06/26/2017,Flexi Access,Trial,Suspended,05/05/2018,07/01/2020,Yes,Schedule Conflicts,Standard Plan,05/19/2022,5,ON,2732,788,3,FirstTime
Colleen Weaver,Female,08/13/1986,38,09/13/2023,Peak Season Promo,Monthly,Active,05/21/2024,07/04/2025,No,Schedule Conflicts,Velocity Tier,04/12/2025,1,OFF,3947,409,7,Transferred
Christina Santana,Non-binary,07/02/1951,73,02/24/2017,Starter Pass,Monthly,Paused,01/31/2018,04/30/2019,Yes,Schedule Conflicts,Standard Plan,11/14/2023,3,ON,1995,454,7,FirstTime
Jean Lewis,Female,06/16/1952,73,10/24/2020,Peak Season Promo,Annual,Inactive,08/26/2021,02/13/2023,Yes,Financial Constraints,Standard Plan,10/09/2023,2,ON,1550,536,7,FirstTime
Darlene Hurley,Female,12/05/1954,70,12/20/2023,Starter Pass,Trial,Active,11/18/2024,09/27/2025,Yes,Facility Dissatisfaction,Standard Plan,03/26/2025,3,ON,676,313,3,Renewed
Jill Bell,Female,08/26/1990,34,07/18/2022,Momentum Membership,Annual,Active,03/16/2023,07/20/2024,No,Lack of Results,Standard Plan,02/13/2025,1,ON,1594,492,3,FirstTime
Brian Dillon,Female,04/21/1974,51,03/15/2023,Starter Pass,Annual,Paused,09/30/2023,01/29/2025,Yes,Financial Constraints,Starter Bundle,04/16/2025,5,ON,5612,487,3,Upgraded
Angie Fernandez,Male,08/01/1951,73,07/09/2019,Annual Flex,Monthly,Inactive,02/18/2020,03/06/2021,Yes,Health Issues,Standard Plan,11/20/2020,4,OFF,3921,382,6,FirstTime
Courtney Diaz,Female,07/14/2004,20,03/20/2023,Starter Pass,Monthly,Trialing,10/14/2023,07/13/2025,No,Relocation,Standard Plan,02/07/2025,5,ON,4841,638,4,Upgraded
Rebecca Rogers,Male,05/06/1956,69,03/20/2022,Starter Pass,Trial,Pending,10/09/2022,11/27/2024,Yes,Personal Reasons,Flexi Tier,12/10/2023,0,ON,911,780,4,Upgraded
Juan Wilson,Female,06/14/1953,72,10/27/2016,Flexi Access,Seasonal,Active,05/09/2017,01/10/2019,Yes,Relocation,Wellness Plan,10/10/2019,5,ON,1375,611,6,Renewed
Dana Green,Female,11/08/1995,29,06/17/2018,Starter Pass,Annual,Active,03/01/2019,09/06/2020,No,,Premium Pass,08/22/2024,3,OFF,4932,555,5,Transferred
Corey Stanley,Female,07/27/1950,74,08/12/2022,Peak Season Promo,Monthly,Active,06/01/2023,10/06/2024,No,Schedule Conflicts,Standard Plan,01/24/2025,2,ON,1048,493,7,Upgraded
Mary Anderson,Female,01/12/1947,78,01/04/2018,Monthly Plus,Monthly,Inactive,01/12/2019,01/09/2020,Yes,,Flexi Tier,05/16/2023,2,OFF,4096,362,7,FirstTime
Crystal Fuentes,Female,11/23/1950,74,02/19/2018,Starter Pass,Flex Plan,Active,11/24/2018,12/23/2020,Yes,Health Issues,Standard Plan,05/05/2023,3,OFF,3581,760,4,Reactivated
Lydia Hampton,Female,05/23/2010,15,11/28/2017,Starter Pass,Basic,Pending,06/19/2018,12/10/2019,No,Relocation,Standard Plan,02/02/2021,2,OFF,3320,539,7,Upgraded
Kimberly Soto,Male,01/20/1948,77,09/07/2017,Spring Event,Annual,Active,06/10/2018,07/25/2019,Yes,Lack of Results,Flexi Tier,04/18/2025,1,ON,1622,410,4,Gifted
Nichole Gutierrez,Female,02/16/2002,23,04/29/2024,Peak Season Promo,Monthly,Active,02/08/2025,02/06/2026,Yes,Financial Constraints,Wellness Plan,05/06/2025,3,OFF,3849,363,6,Upgraded
Alice Dean,Female,06/21/1960,64,09/03/2025,Peak Season Promo,Annual,Active,08/08/2026,06/14/2027,Yes,Lack of Results,Standard Plan,08/08/2026,5,OFF,5133,310,4,Renewed
Vernon Russell,Female,05/08/1972,53,08/29/2017,Peak Season Promo,Seasonal,Trialing,04/29/2018,05/09/2019,Yes,Relocation,Standard Plan,09/29/2021,0,ON,5686,375,7,Gifted
Lisa Wyatt,Male,05/04/1960,65,12/28/2023,Monthly Plus,Monthly,Active,01/18/2025,08/22/2026,No,Health Issues,Starter Bundle,01/24/2025,3,ON,3355,581,6,FirstTime
Travis Johnston,Other,10/28/1965,59,01/10/2023,Gold Promo,Annual,Trialing,01/18/2024,03/05/2025,No,Found Alternative,Standard Plan,11/02/2024,5,ON,4386,412,3,Transferred
Laura Nixon,Female,02/13/1986,39,03/30/2019,Momentum Membership,Annual,Active,04/28/2020,05/27/2022,No,,Infinity Pass,11/22/2022,5,ON,2261,759,5,FirstTime
Luke Fox,Non-binary,02/11/1951,74,07/13/2019,Starter Pass,Seasonal,Active,04/16/2020,10/21/2021,Yes,Financial Constraints,Infinity Pass,01/05/2025,2,ON,4215,553,6,Renewed
Scott Flores,Male,04/26/1983,42,09/05/2020,Starter Pass,Trial,Active,09/02/2021,07/23/2023,Yes,Financial Constraints,Starter Bundle,04/08/2025,3,ON,1711,689,5,Upgraded
Timothy Wood,Female,07/04/1998,26,02/19/2022,Flexi Access,Premium,Paused,09/17/2022,09/19/2024,Yes,Financial Constraints,Wellness Plan,03/06/2023,5,ON,4010,733,4,Gifted
Lisa Charles,Male,11/06/1953,71,02/12/2019,Peak Season Promo,Monthly,Paused,02/07/2020,10/13/2021,Yes,Financial Constraints,Premium Pass,09/26/2020,0,OFF,3141,614,3,Reactivated
Michael Martinez,Female,11/16/1993,31,03/21/2022,Momentum Membership,Annual,Active,09/21/2022,09/30/2023,Yes,,Infinity Pass,11/04/2023,0,ON,2192,374,7,Reactivated
David Mays,Female,10/16/1990,34,03/27/2025,Momentum Membership,Annual,Pending,02/23/2026,06/06/2027,Yes,,Starter Bundle,02/23/2026,2,OFF,3571,468,5,Upgraded
Frank Gonzalez,Female,05/07/1946,79,05/25/2019,Momentum Membership,Annual,Inactive,01/01/2020,10/21/2021,No,Schedule Conflicts,Flexi Tier,09/03/2023,5,OFF,4106,659,5,FirstTime
Tiffany Mcintyre,Female,08/27/1956,68,05/22/2024,Gold Promo,Single Use,Active,05/25/2025,05/09/2027,Yes,,Standard Plan,05/30/2025,5,ON,4882,714,5,Reactivated
Brent Grant,Female,04/20/2008,17,03/11/2023,Flexi Access,Trial,Inactive,02/29/2024,11/04/2025,Yes,Found Alternative,Standard Plan,03/05/2025,2,ON,4073,614,5,Renewed
Pamela Pollard,Non-binary,03/17/1970,55,12/21/2024,Peak Season Promo,Annual,Trialing,07/09/2025,06/24/2027,No,Financial Constraints,Starter Bundle,07/09/2025,2,ON,5647,715,4,FirstTime
Janice Poole PhD,Female,07/13/1967,57,07/04/2017,Peak Season Promo,Annual,Active,05/01/2018,06/13/2019,Yes,Financial Constraints,Infinity Pass,09/29/2021,1,ON,3300,408,6,Renewed
Rebecca Jacobs,Male,12/08/1998,26,11/02/2017,Momentum Membership,Monthly,Pending,07/24/2018,10/31/2019,No,Financial Constraints,Premium Pass,06/23/2023,1,OFF,2237,464,5,Transferred
Paula Ho,Female,01/25/1955,70,05/14/2024,Starter Pass,Annual,Paused,02/20/2025,12/10/2026,Yes,Health Issues,Starter Bundle,03/19/2025,5,ON,1934,658,6,Upgraded
Jessica Smith,Male,03/02/1984,41,06/13/2020,Flexi Access,Annual,Active,05/14/2021,10/14/2022,Yes,,Flexi Tier,03/18/2023,5,OFF,5245,518,4,FirstTime
Jesse Gonzalez,Female,10/03/1979,45,09/10/2016,Flexi Access,Flex Plan,Active,07/24/2017,10/19/2018,Yes,,Standard Plan,09/02/2024,4,OFF,1770,452,7,Upgraded
Adam Rice,Female,11/30/1955,69,01/14/2016,Peak Season Promo,Monthly,Active,01/18/2017,03/28/2019,Yes,Financial Constraints,Standard Plan,11/18/2023,2,ON,2343,799,4,FirstTime
Shannon Keller,Female,09/10/1995,29,11/16/2025,Spring Event,Flex Plan,Inactive,07/22/2026,05/18/2027,Yes,Health Issues,Premium Pass,07/22/2026,2,ON,4389,300,5,Upgraded
Michael Adams,Female,10/26/2004,20,02/26/2018,Starter Pass,Monthly,Pending,02/17/2019,02/06/2021,Yes,,Starter Bundle,04/10/2023,3,ON,5729,720,3,FirstTime
Stephen Smith,Female,05/14/1975,50,01/21/2015,Flexi Access,Trial,Active,12/10/2015,04/14/2017,No,,Standard Plan,02/04/2016,4,ON,658,491,7,Renewed
Kendra Keller,Female,03/25/1969,56,07/29/2017,Starter Pass,Monthly,Active,02/20/2018,09/15/2019,Yes,Schedule Conflicts,Standard Plan,09/06/2021,2,OFF,4950,572,4,Upgraded
Lisa Smith,Female,11/27/1959,65,01/07/2020,Starter Pass,Annual,Active,08/13/2020,12/31/2021,Yes,,Flexi Tier,09/08/2020,3,ON,5418,505,7,Transferred
Candace Wiley,Female,04/08/2002,23,12/19/2023,Spring Event,Basic,Active,01/04/2025,05/16/2026,Yes,,Standard Plan,01/23/2025,4,OFF,5219,497,4,Transferred
Jason Reynolds,Non-binary,09/13/1998,26,07/08/2015,Peak Season Promo,Annual,Completed,04/01/2016,03/26/2017,No,,Standard Plan,01/05/2024,5,ON,3490,359,6,Reactivated
Wayne Knox,Male,02/28/1995,30,08/01/2015,Momentum Membership,Single Use,Active,02/16/2016,12/03/2017,No,Financial Constraints,Standard Plan,01/06/2023,1,ON,2170,656,6,Upgraded
Kristin Welch MD,Male,02/19/1955,70,10/22/2018,Starter Pass,Monthly,Inactive,08/10/2019,06/20/2021,Yes,,Standard Plan,08/02/2023,5,ON,4222,680,7,Renewed
Ryan Roth,Female,01/20/1980,45,09/05/2016,Starter Pass,Trial,Paused,04/06/2017,06/10/2019,Yes,Found Alternative,Wellness Plan,01/15/2021,0,ON,3128,795,5,Reactivated
Ivan Garcia,Male,08/22/1951,73,09/06/2020,Flexi Access,Seasonal,Active,06/05/2021,10/30/2022,Yes,Health Issues,Starter Bundle,08/04/2024,1,ON,4659,512,6,Upgraded
Sarah Greene,Male,12/15/2004,20,07/11/2016,Annual Flex,Annual,Active,01/21/2017,01/08/2019,Yes,Financial Constraints,Standard Plan,07/02/2017,5,ON,2558,717,5,Renewed
John Johnson,Female,01/03/1998,27,12/03/2016,Annual Flex,Annual,Trialing,07/21/2017,10/17/2018,No,Financial Constraints,Premium Pass,05/12/2024,0,OFF,5307,453,6,Renewed
Melissa Perkins,Female,06/25/2006,18,10/08/2020,Peak Season Promo,Monthly,Trialing,06/10/2021,07/13/2022,Yes,Personal Reasons,Standard Plan,08/07/2022,4,ON,914,398,7,FirstTime
Sandra Sullivan,Female,04/03/1989,36,07/05/2019,Starter Pass,Annual,Active,03/30/2020,10/03/2021,Yes,Financial Constraints,Standard Plan,11/05/2020,4,ON,5065,552,7,FirstTime
Daisy Bonilla,Male,07/25/2004,20,12/04/2015,Starter Pass,Monthly,Active,08/12/2016,02/14/2018,Yes,Relocation,Starter Bundle,06/29/2023,5,OFF,4121,551,4,Renewed
Felicia Jones,Female,10/10/1948,76,02/09/2017,Gold Promo,Monthly,Active,01/11/2018,11/05/2019,Yes,Facility Dissatisfaction,Standard Plan,12/20/2019,5,OFF,2918,663,4,Renewed
Michelle Ramirez,Female,10/08/1992,32,01/31/2015,Monthly Plus,Premium,Active,11/02/2015,10/11/2017,Yes,,Flexi Tier,06/18/2016,3,ON,927,709,4,Reactivated
Gabriel Stokes,Female,03/28/1954,71,07/17/2021,Starter Pass,Seasonal,Active,07/19/2022,03/28/2024,No,Schedule Conflicts,Flexi Tier,04/09/2023,3,ON,2194,618,4,Referral
Stephen Olson,Male,03/08/1956,69,04/20/2015,Gold Promo,Trial,Completed,11/30/2015,11/02/2017,No,Health Issues,Premium Pass,03/31/2019,2,OFF,4892,703,6,Upgraded
Hannah Olson,Male,08/14/1990,34,08/23/2019,Annual Flex,Trial,Active,08/11/2020,08/21/2021,Yes,Facility Dissatisfaction,Standard Plan,06/21/2021,0,ON,1107,375,5,Renewed
Darren Anderson,Female,01/25/1970,55,12/12/2020,Annual Flex,Trial,Completed,07/25/2021,04/30/2023,Yes,Financial Constraints,Wellness Plan,06/08/2024,5,ON,2185,644,7,Reactivated
Jacqueline Perkins,Male,01/10/1996,29,05/15/2020,Starter Pass,Single Use,Active,05/25/2021,04/07/2022,Yes,Injury,Premium Pass,02/12/2022,4,OFF,4738,317,6,Transferred
Stephen Green,Female,04/05/1963,62,05/01/2019,Wellness Bundle,Annual,Completed,11/13/2019,11/21/2021,Yes,Financial Constraints,Premium Pass,01/25/2024,2,ON,3917,739,3,FirstTime
Thomas Leon DDS,Female,12/08/1959,65,10/28/2020,Peak Season Promo,Monthly,Inactive,07/15/2021,02/28/2023,Yes,,Standard Plan,01/28/2023,0,ON,4702,593,4,Renewed
Sarah Riddle,Male,02/13/1964,61,10/18/2018,Flexi Access,Annual,Trialing,11/12/2019,09/16/2020,Yes,Injury,Premium Pass,11/30/2023,0,ON,889,309,5,Renewed
Jennifer Graham DDS,Male,02/01/1946,79,02/28/2025,Starter Pass,Annual,Active,11/21/2025,01/21/2028,No,Facility Dissatisfaction,Standard Plan,11/21/2025,2,ON,515,791,6,Renewed
Michelle Walker,Male,12/29/2006,18,02/06/2025,Peak Season Promo,Trial,Pending,12/27/2025,12/27/2027,Yes,Facility Dissatisfaction,Standard Plan,12/27/2025,2,ON,2186,730,7,Reactivated
Mr. Christian Eaton,Male,07/05/1947,77,07/23/2025,Starter Pass,Seasonal,Inactive,07/21/2026,07/25/2028,Yes,Lack of Results,Legacy Plan,07/21/2026,0,ON,1260,735,4,Transferred
Dean Allen,Female,01/17/1966,59,11/01/2019,Starter Pass,Monthly,Inactive,09/13/2020,11/09/2022,Yes,Schedule Conflicts,Standard Plan,10/09/2020,3,ON,4474,787,5,Transferred
Roger Garcia,Female,01/19/1959,66,08/28/2022,Momentum Membership,Monthly,Guest,03/21/2023,07/10/2024,No,Facility Dissatisfaction,Flexi Tier,05/25/2023,1,OFF,1660,477,4,FirstTime
Kristin Garcia,Male,04/05/1959,66,06/10/2019,Peak Season Promo,Monthly,Active,02/28/2020,05/25/2021,No,Schedule Conflicts,Standard Plan,03/01/2021,0,ON,3234,452,3,Reactivated
Jeremy Stone,Female,10/31/1954,70,02/08/2022,Momentum Membership,Annual,Active,12/09/2022,09/09/2024,Yes,Injury,Velocity Tier,02/02/2024,5,ON,3687,640,3,Reactivated
Tara Hall,Female,10/05/1956,68,07/10/2021,Starter Pass,Single Use,Pending,05/08/2022,08/16/2023,Yes,Financial Constraints,Infinity Pass,07/01/2024,3,ON,5044,465,4,FirstTime
Tamara Rogers,Female,08/03/2009,15,11/12/2025,Peak Season Promo,Trial,Inactive,12/01/2026,06/14/2028,Yes,Found Alternative,Infinity Pass,12/01/2026,0,ON,2436,561,4,Upgraded
William Thomas,Female,05/28/1973,52,12/15/2022,Starter Pass,Trial,Guest,12/21/2023,01/02/2026,No,,Wellness Plan,06/11/2025,1,ON,2678,743,5,Reactivated
Susan Anderson,Female,01/10/1954,71,08/10/2019,Starter Pass,Trial,Pending,07/01/2020,08/20/2022,Yes,Injury,Standard Plan,04/08/2023,1,ON,2546,780,3,Renewed
Bryan Fields,Male,08/26/1972,52,02/12/2017,Flexi Access,Monthly,Pending,02/17/2018,12/10/2019,Yes,Personal Reasons,Flexi Tier,03/17/2025,0,OFF,5824,661,3,FirstTime
Steven Cox,Male,06/11/2007,18,03/21/2015,Momentum Membership,Trial,Pending,12/16/2015,04/05/2017,Yes,Personal Reasons,Premium Pass,03/23/2016,3,OFF,2337,476,6,Renewed
Nicole Hayes,Female,12/16/1998,26,05/10/2020,Momentum Membership,Annual,Active,02/08/2021,01/30/2022,Yes,Financial Constraints,Standard Plan,06/09/2025,1,ON,3515,356,6,Upgraded
Ashley Little,Male,04/25/1946,79,06/10/2017,Momentum Membership,Monthly,Suspended,01/02/2018,01/15/2020,Yes,Found Alternative,Starter Bundle,04/26/2021,5,ON,3866,743,4,Renewed
David Turner,Non-binary,09/17/1968,56,05/08/2020,Peak Season Promo,Single Use,Active,03/29/2021,12/23/2022,Yes,Health Issues,Standard Plan,08/09/2024,5,ON,5410,634,7,Referral
Cynthia Williamson,Female,08/08/1953,71,10/11/2024,Flexi Access,Monthly,Active,06/22/2025,06/08/2027,Yes,Schedule Conflicts,Flexi Tier,06/22/2025,2,ON,715,716,5,Gifted
Sophia Wolfe,Male,08/16/1999,25,10/21/2019,Peak Season Promo,Monthly,Active,05/29/2020,07/17/2022,No,Injury,Velocity Tier,11/12/2022,5,ON,1911,779,7,FirstTime
Brett Jacobs,Female,05/11/1982,43,03/15/2025,Momentum Membership,Basic,Inactive,09/21/2025,02/05/2027,Yes,Financial Constraints,Standard Plan,09/21/2025,2,ON,3300,502,5,Reactivated
Jose Cannon,Female,06/25/1962,62,04/12/2019,Zen Trial,Annual,Active,02/07/2020,10/22/2021,Yes,Found Alternative,Wellness Plan,09/26/2021,1,ON,1927,623,7,Referral
Mary Simon,Male,04/01/1955,70,07/29/2021,Momentum Membership,Annual,Guest,04/23/2022,01/05/2024,No,Injury,Standard Plan,10/11/2024,3,OFF,2316,622,4,Renewed
Haley Soto,Female,05/27/1976,49,12/04/2020,Starter Pass,Annual,Active,10/10/2021,09/09/2023,Yes,Lack of Results,Standard Plan,03/30/2023,1,ON,5064,699,7,FirstTime
Jessica Farley,Female,03/04/1952,73,10/14/2019,Starter Pass,Flex Plan,Paused,06/15/2020,12/15/2021,Yes,Health Issues,Standard Plan,02/17/2024,5,ON,3593,548,7,Gifted
Charles Vasquez,Female,11/15/1991,33,07/23/2020,Starter Pass,Annual,Active,01/28/2021,08/08/2022,No,,Velocity Tier,07/17/2021,0,ON,4273,557,6,Renewed
Tammy Mercer,Male,08/04/1997,27,11/09/2024,Zen Trial,Trial,Active,08/20/2025,02/03/2027,No,Relocation,Wellness Plan,08/20/2025,2,OFF,3729,532,5,Upgraded
Joy Simmons,Female,09/08/1966,58,02/10/2019,Starter Pass,Trial,Active,12/03/2019,11/26/2020,No,Lack of Results,Flexi Tier,05/13/2025,2,OFF,5784,359,6,Renewed
Tamara Richardson,Other,07/05/1996,28,06/25/2016,Momentum Membership,Annual,Active,02/08/2017,04/09/2019,Yes,Personal Reasons,Standard Plan,12/02/2023,0,ON,709,790,4,Upgraded
Amanda Pierce,Female,07/15/1989,35,02/08/2022,Starter Pass,Monthly,Inactive,09/10/2022,12/29/2023,Yes,Financial Constraints,Standard Plan,01/24/2023,1,ON,1218,475,7,FirstTime
Jordan Evans,Female,11/25/1955,69,01/17/2025,Starter Pass,Monthly,Completed,02/18/2026,03/19/2028,Yes,Health Issues,Premium Pass,02/18/2026,5,ON,1302,760,7,Renewed
Wendy Gardner,Female,06/10/1985,40,11/05/2023,Starter Pass,Annual,Inactive,06/20/2024,01/25/2026,Yes,Health Issues,Standard Plan,07/08/2024,1,ON,5249,584,6,Gifted
Erik Gray,Female,01/30/1967,58,12/24/2024,Annual Flex,Annual,Paused,10/05/2025,12/19/2026,Yes,Health Issues,Standard Plan,10/05/2025,5,OFF,3244,440,3,FirstTime
Mary Osborn,Female,08/20/1964,60,06/09/2025,Momentum Membership,Monthly,Pending,07/11/2026,10/29/2027,Yes,,Flexi Tier,07/11/2026,5,OFF,4096,475,5,Upgraded
John Hughes,Female,02/25/1948,77,03/23/2017,Momentum Membership,Monthly,Trialing,02/07/2018,02/21/2019,Yes,Personal Reasons,Standard Plan,06/08/2025,4,ON,5502,379,4,Reactivated
Sharon Arellano,Male,07/24/1961,63,05/08/2022,Gold Promo,Annual,Paused,01/07/2023,11/30/2024,Yes,Financial Constraints,Standard Plan,01/16/2025,2,ON,5618,693,6,Renewed
Cynthia Anderson,Other,09/02/1993,31,07/13/2023,Peak Season Promo,Trial,Guest,06/23/2024,10/29/2025,Yes,Relocation,Velocity Tier,11/09/2024,0,ON,5553,493,4,Reactivated
Amber Roberts,Female,08/27/1962,62,08/24/2024,Flexi Access,Monthly,Active,09/09/2025,02/25/2027,No,Relocation,Premium Pass,09/09/2025,2,ON,2553,534,3,Gifted
Shawn Moore,Female,02/06/1994,31,03/18/2020,Momentum Membership,Single Use,Completed,09/26/2020,06/29/2022,No,,Standard Plan,08/15/2023,4,OFF,1705,641,7,Upgraded
Veronica Pacheco,Female,02/05/1988,37,04/24/2022,Momentum Membership,Monthly,Active,03/22/2023,04/15/2024,Yes,Relocation,Premium Pass,03/16/2024,4,OFF,5253,390,3,Upgraded
Robert Gibson,Female,02/26/1999,26,06/09/2017,Wellness Bundle,Single Use,Active,12/13/2017,12/03/2018,Yes,Lack of Results,Standard Plan,03/17/2024,3,ON,1178,355,3,Referral
Renee Williams,Male,04/15/1981,44,03/27/2018,Starter Pass,Monthly,Suspended,09/30/2018,09/04/2020,Yes,,Flexi Tier,03/13/2025,0,OFF,744,705,7,FirstTime
Andrew Lee,Female,05/23/1992,33,01/02/2015,Starter Pass,Annual,Active,01/17/2016,01/25/2017,No,Health Issues,Standard Plan,02/15/2017,1,OFF,715,374,4,FirstTime
Julie Larsen,Male,08/31/1948,76,12/16/2018,Peak Season Promo,Single Use,Active,09/13/2019,07/30/2020,Yes,Health Issues,Starter Bundle,06/15/2022,1,OFF,2323,321,5,FirstTime
Beverly Davis,Female,06/11/1992,33,03/28/2018,Peak Season Promo,Monthly,Pending,04/17/2019,03/06/2021,Yes,Relocation,Flexi Tier,04/29/2025,4,ON,1398,689,6,Reactivated
David Daniels,Female,12/02/1968,56,03/12/2025,Momentum Membership,Annual,Active,04/14/2026,08/31/2027,Yes,,Standard Plan,04/14/2026,4,ON,4291,504,3,Renewed
Gina Morgan,Male,07/19/1949,75,01/30/2023,Starter Pass,Seasonal,Completed,02/25/2024,04/07/2025,No,Financial Constraints,Wellness Plan,05/02/2025,0,OFF,4805,407,7,Renewed
Christopher Martinez,Female,11/14/2005,19,02/07/2019,Starter Pass,Annual,Active,11/08/2019,08/25/2021,Yes,Financial Constraints,Premium Pass,10/09/2020,1,ON,4887,656,7,Upgraded
Benjamin Ferguson,Male,07/09/1953,71,04/01/2024,Wellness Bundle,Monthly,Active,11/20/2024,04/14/2026,Yes,Facility Dissatisfaction,Standard Plan,02/25/2025,2,OFF,3436,510,5,Renewed
Amy Price,Female,01/06/1964,61,01/11/2025,Starter Pass,Trial,Inactive,07/29/2025,08/22/2026,No,Schedule Conflicts,Standard Plan,07/29/2025,1,ON,2345,389,3,Referral
